Category,URL,Filename,Resolution
Cars,https://www.google.com/logos/doodles/2025/international-womens-day-2025-6753651837110620.5-shs.png,dataset/Cars/Cars_0.jpg,1150x116
Cars,https://www.google.com/logos/doodles/2025/international-womens-day-2025-6753651837110620.5-shs.png,dataset/Cars/Cars_1.jpg,1150x116
Cars,https://www.google.com/logos/doodles/2025/international-womens-day-2025-6753651837110620.4-s.png,dataset/Cars/Cars_2.jpg,120x44
Cars,https://www.google.com/logos/doodles/2025/international-womens-day-2025-6753651837110620.5-lsg.png,dataset/Cars/Cars_3.jpg,192x192
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSIQzi5lG7IHr5qG_f38_aFNFyPkdiMKijZjrwcgS4oC9z1enhfd5xTpojE&s,dataset/Cars/Cars_4.jpg,82x46
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSJ6FiyWuIBSvUQTkuYx9MzKLHaN27ast0Ej10lz-eM8SlKnAVAS0kBKhtN&s,dataset/Cars/Cars_5.jpg,52x46
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRaHLrlN63ADMPAP_w1o5ir7SxBbC2B-QKLaSPhI4dqndgNz66-v-n1Cisx&s,dataset/Cars/Cars_6.jpg,82x46
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRCd1q7e9QBB2CGcx5uuZSLILdq0U82MOfZ83EkAJQUdxa3lXda2JTCB-dU&s,dataset/Cars/Cars_7.jpg,46x57
Cars,https://fonts.gstatic.com/s/i/productlogos/googleg/v6/24px.svg,dataset/Cars/Cars_8.jpg,Unknown
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS3HcVG27eK--uy6usCydFQ3udgQUt8firi2A&s,dataset/Cars/Cars_9.jpg,185x273
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRie7-K7ezqvIoWoPDGUNciWOdlfgF2CDdNJw&s,dataset/Cars/Cars_10.jpg,300x168
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS8_OP9TZ0iDuVeo4LKhdSaeR8k1GBkGCzu0g&s,dataset/Cars/Cars_11.jpg,299x169
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQoJ6Mbbxnr-463QY3tihH85fbE5jM1LBFcMg&s,dataset/Cars/Cars_12.jpg,225x225
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTAMAwZr1d7pdZKOmrb1RhaXT-35s8GmX6R6Q&s,dataset/Cars/Cars_13.jpg,300x168
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTI0KIO0Pe7nt5EIZcNclyl1eN8urWrGkCoSQ&s,dataset/Cars/Cars_14.jpg,300x168
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQYwNR3mvx8NFTeosqWXvkjtTuo2HRZu1vPoQ&s,dataset/Cars/Cars_15.jpg,300x168
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTX7jWH1ERGaWD4SuNVHl-XylZE26EVKU4seQ&s,dataset/Cars/Cars_16.jpg,299x168
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQXKI8MGADtiA0ZrP1Vq4flUUHgkDe43mD0Ig&s,dataset/Cars/Cars_17.jpg,275x183
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSwW8GPRQ64Z7nKayMMdHeAeGkTUXuVpG2s0A&s,dataset/Cars/Cars_18.jpg,300x168
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRISqfw-DyZmmwLex-xhVmKuzlOWR5jOi7VnA&s,dataset/Cars/Cars_19.jpg,300x168
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTM0emTNt19XuS7W_-XVLJZgNG-8vOXwyUnpQ&s,dataset/Cars/Cars_20.jpg,168x300
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSVEADC3qJLcSX4JTE-dLj9R5_fHSGpvnOtZA&s,dataset/Cars/Cars_21.jpg,354x142
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSrQY9RaGIGtMbJE1VePWT9v5h1pDGySLvAnA&s,dataset/Cars/Cars_22.jpg,292x173
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQgftO8DL8jRmvIDgQxEbMy6VQ19ZzCuMPXBw&s,dataset/Cars/Cars_23.jpg,310x163
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgkpAzILcRhfdTNUsnFgz861Ky1cPacC0hPg&s,dataset/Cars/Cars_24.jpg,259x194
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTIKVAm8xOkijxXKYRnGgFOXrphQOV2fWQIHg&s,dataset/Cars/Cars_25.jpg,184x273
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRmACaURZst21iwXWo3WJkZUn7HemsH_s_Bfw&s,dataset/Cars/Cars_26.jpg,305x165
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTNA42lBTbkEcobDtBYphJBAmVQly2qC8fZTw&s,dataset/Cars/Cars_27.jpg,312x161
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTeEayKE0WhJO6tzMEqTQNp0MQYNWExT5xpXw&s,dataset/Cars/Cars_28.jpg,225x225
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkMGfPMzhmkBOmjVMX1hHQ9d8AK2GU8jOGNA&s,dataset/Cars/Cars_29.jpg,275x183
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRGodHqydUCtigxJPN-2PWkCpbVRWzUS_w7JA&s,dataset/Cars/Cars_30.jpg,300x168
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTfEfN-9Kl3nJlS8qbmHGVzHIHBGzg5PagKWA&s,dataset/Cars/Cars_31.jpg,276x183
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQlEy3Ga0l3qgM6EOoS7hAW_UNtm29Flo-e463udXGirvFBffkLZodE&s=0,dataset/Cars/Cars_32.jpg,50x50
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSop17mIN3OAn4lT2V8SNr_fQIdznYPMNWaRnUAzksH_Zv_l2incEUJ&s=0,dataset/Cars/Cars_33.jpg,50x50
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQTlGdxd3-7cS3jBpTU-6YmOHdV2-0bHuxsiaDptUy3xNjV63oUxdrK&s=0,dataset/Cars/Cars_34.jpg,50x50
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQdq5xssDWYFEfUFurMPXpkiaVUaVhVp70qaQ&s,dataset/Cars/Cars_35.jpg,318x159
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRUetRZIUs0hyjA-_7dnfvRIJLCKa_gCcywPw&s,dataset/Cars/Cars_36.jpg,300x168
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQxaueQQvGAcpAcOLz5Tun-4mNq5E8kHpTzEQ&s,dataset/Cars/Cars_37.jpg,275x183
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQQYPmiuIzlJSPJCMpOIgioGdc5lGE9hw1awQ&s,dataset/Cars/Cars_38.jpg,300x168
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSSAki7-ITk242b_I7DNXdGBajWIXOTRW2kCg&s,dataset/Cars/Cars_39.jpg,275x183
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS6ouZaB-PMZ0U08eqB9LW1wcc8yhRyYoUdEg&s,dataset/Cars/Cars_40.jpg,183x275
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSe6njASMaVYtkI2GN5dX445prBpwAh36rpsA&s,dataset/Cars/Cars_41.jpg,297x170
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRPvVzZ3b0qCdfBvgFFBD-sDFCKg3OHdiuWNQ&s,dataset/Cars/Cars_42.jpg,278x181
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRCkZ5Lie2YW2P5Io1nJWezdZ12v3-EblryMw&s,dataset/Cars/Cars_43.jpg,299x168
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRXpY7br4iy44YSCMl53pfqflONfMREGMFNDg&s,dataset/Cars/Cars_44.jpg,276x183
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRWgLT4PC4mLdUtc3vGl_onjQvnmeghw07egg&s,dataset/Cars/Cars_45.jpg,300x168
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTYOkMvmFXhTaI_un4fVaUNk-orXozq8FNu7A&s,dataset/Cars/Cars_46.jpg,310x163
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQjHkykKS7XmC4jOWmaVu3w8jNxRL05gEB0hA&s,dataset/Cars/Cars_47.jpg,299x168
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQG6equsk_ZPRcERPei1wXulNfA7vHA9loljA&s,dataset/Cars/Cars_48.jpg,300x168
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTCDf26g0JxF8YtRUu92oGaQm2Hc8dxmNyy6A&s,dataset/Cars/Cars_49.jpg,275x183
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_jXuLXgTXe0vPDZi1tsUmP-3H41WtposH3SnXK4akmxEy6fnin4cXllPD&s,dataset/Dogs/Dogs_0.jpg,46x46
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTw4DDgOPMG4Afr5tj-lcDyPUw0Bx2t8MLfBVQsCbDvnxiC8nCiD1wp7LYm&s,dataset/Dogs/Dogs_1.jpg,46x66
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSglQi_APZ_QaBM3Uj-9w0BhhwYHYehm3w1cK5nmWkSVtvx3yJcNX5-pdkq&s,dataset/Dogs/Dogs_2.jpg,61x46
Dogs,https://fonts.gstatic.com/s/i/productlogos/googleg/v6/24px.svg,dataset/Dogs/Dogs_3.jpg,Unknown
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT-qhYdzvGDrRMMD98W9Hn0M-vypmBhnS7snw&s,dataset/Dogs/Dogs_4.jpg,275x183
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR4QISOiwsJF0Ghts9YCXlT6EQ_dvxjj9Gslg&s,dataset/Dogs/Dogs_5.jpg,221x228
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRNomLGzRRXzvXU1mvl6P1p-C3NOgpKDHVPkw&s,dataset/Dogs/Dogs_6.jpg,275x183
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRhov7CgQLp3KKiu4i_bopEOwn1uVX-9tXtkA&s,dataset/Dogs/Dogs_7.jpg,275x183
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSt-s3r_RKv3igb9JeORd5a69l6x115gMPCvQ&s,dataset/Dogs/Dogs_8.jpg,225x225
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-ou5W87ybgu6zpJxtOxFG5hqOK5ogRGsRAg&s,dataset/Dogs/Dogs_9.jpg,300x168
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT52zLa5hBapJW_uu8UA6HG04bEAMR9xDDcyA&s,dataset/Dogs/Dogs_10.jpg,234x215
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQFERujIN8AMk8pesFXEizy4jsZAUNkaglEVQ&s,dataset/Dogs/Dogs_11.jpg,300x168
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT2K2YMEC3X2sw-5gcz5C_Gk9lSgKXBhZoZug&s,dataset/Dogs/Dogs_12.jpg,275x183
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQDQEHktqNCVjRToPXOK98ateIU_HbiYpNHCA&s,dataset/Dogs/Dogs_13.jpg,299x168
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcdDIP61IrAFzsVBg1-__RFK_-aIJOzBKd6g&s,dataset/Dogs/Dogs_14.jpg,299x168
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT_qNsO4QBFHTUGO-KD6K73qC1gOetfraefpw&s,dataset/Dogs/Dogs_15.jpg,299x168
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTXrdYcGsfaHufWHTGl34vK2rsxiOvCbalEbg&s,dataset/Dogs/Dogs_16.jpg,275x183
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQhBnfBHCsyRDTAPHEXwuOpLOaPZYO-fXCHPg&s,dataset/Dogs/Dogs_17.jpg,225x225
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSfjBQ82dHEsyIb6EwPVuOm25fYQgblYDPxNQ&s,dataset/Dogs/Dogs_18.jpg,297x170
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTseVN0ghcdcB62pX_y-rb-8so6VcnCBXVh5g&s,dataset/Dogs/Dogs_19.jpg,275x183
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQWzdzJGS1tKLc76B2dWuyXrlmRM9emBqx7zw&s,dataset/Dogs/Dogs_20.jpg,275x183
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR24j1bHYM2ws-mkGTA8852gH-2mZ_ESNkQkg&s,dataset/Dogs/Dogs_21.jpg,275x183
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3lB3AGvcR79zWizSc_gjQfTI6SyEoACBEhw&s,dataset/Dogs/Dogs_22.jpg,310x162
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS2FkDfh6gcOi-FHYcv0ID3ME5BTUy94mJucg&s,dataset/Dogs/Dogs_23.jpg,300x168
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTSbTvA-WHagQS5K8n5z1PaiVhB-yye9NZvmg&s,dataset/Dogs/Dogs_24.jpg,165x305
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRA33S1Z-Q2NroFRujxluHptObpoUYTIyL9nQ&s,dataset/Dogs/Dogs_25.jpg,275x183
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQN-lrOAlVXx2B9k4kgzH31V3przVsqtv6LZ6ra78K-waQAWWoLUOvX&s=0,dataset/Dogs/Dogs_26.jpg,50x50
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTax50WAiJTwTrio0kkIzdA8eaRsnj5LlCliyT8Ru9S&s=0,dataset/Dogs/Dogs_27.jpg,50x50
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTze38wI8b2KHr9O-KYYURDvO4md_-aZeVRcs1zK2t0Oswjbny5ryLy&s=0,dataset/Dogs/Dogs_28.jpg,50x50
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRmLG7azh_FQ2ni5Wk8yRAuILF0PQTq2dzN9A&s,dataset/Dogs/Dogs_29.jpg,225x225
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3Fis987uNOlfspsCblQwGvLzxU-f2fMMOWA&s,dataset/Dogs/Dogs_30.jpg,201x250
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcREje6XCmojMfS_Zqhesd2beFmsjtKpYjDPUQ&s,dataset/Dogs/Dogs_31.jpg,225x224
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRYfkKJywC2TJjE8kuJpPJf9UW3ai6sA27R6g&s,dataset/Dogs/Dogs_32.jpg,259x194
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSxr8q8bTDGoHxhyA1jtFs4kfGQJhU7YTbe-A&s,dataset/Dogs/Dogs_33.jpg,360x140
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRCJBF7SQi2t-3o7e8SoOLrVy7iSIBDJVTA4Q&s,dataset/Dogs/Dogs_34.jpg,260x194
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPJMxM4mEc1XDdMSVeDZzvHOokvpqX-Zl11w&s,dataset/Dogs/Dogs_35.jpg,275x183
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQgEYR_v5TITYBGe5DpyxIwNc5F4oEYPU0Qgg&s,dataset/Dogs/Dogs_36.jpg,276x183
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ79QLggABAV5NBBtfRrbnd2tFLh-MmyLx_aw&s,dataset/Dogs/Dogs_37.jpg,310x162
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRu24VGO83eZhYo6wozTsPVZlPvvO58_CcVcg&s,dataset/Dogs/Dogs_38.jpg,275x183
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS0CWAA_oM-FvCLq1H-VphT2OUQBMb82FvthQ&s,dataset/Dogs/Dogs_39.jpg,300x168
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ0H17kdxaLyJdvcPWT90ixLTNnLWoYE1DV5Q&s,dataset/Dogs/Dogs_40.jpg,260x194
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS5KihGLQ72p7vTtC_SxK76afaZpeKD9bKOPQ&s,dataset/Dogs/Dogs_41.jpg,275x183
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQMYZLBwfTGBqWYnF2vhdHYFxYDhaRbcc62AQ&s,dataset/Dogs/Dogs_42.jpg,275x183
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTdXF6XFf1XKcKmG1XuqTlriw3tsco_VsuibA&s,dataset/Dogs/Dogs_43.jpg,299x168
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQzuNYA0HMlDzpHyjC1QI0z6RALvNSj-JbK6A&s,dataset/Dogs/Dogs_44.jpg,288x175
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPyapNffxhWhM3a4bOCy1guc2QdLN5nDcH8g&s,dataset/Dogs/Dogs_45.jpg,275x183
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSSdDza3VyuDNj7YN3ltnqX8fvDgb3UAIx_DQ&s,dataset/Dogs/Dogs_46.jpg,225x224
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTt7936DkoAINSEsx44TVPpS_RJoWZREiOGBA&s,dataset/Dogs/Dogs_47.jpg,275x183
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQNLhBirxGf052ZFecGEY_OwVfv_XdBFgWpA&s,dataset/Dogs/Dogs_48.jpg,275x183
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ6RjVeADwTokTLuoDnxKKxzpjnR3sm0gCVEw&s,dataset/Dogs/Dogs_49.jpg,300x168
Landmarks,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQE770JMcnai1zN0OgiAShLm9QLmTQZBTdjHSYNLYJDO9Xfq2zdeSQD52ri&s,dataset/Landmarks/Landmarks_0.jpg,66x46
Landmarks,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRfMxxQ5EBj6HpBtV8VvsYkCaLM91oGmSa4MRWMoqyuLjb22lGEJGDm_CMP&s,dataset/Landmarks/Landmarks_1.jpg,78x46
Landmarks,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSkyMOkN45W4IRBeUW--JIMz_QrdVu4wzDw5WJPnUGEw5rZvHR9JrbPtGrV&s,dataset/Landmarks/Landmarks_2.jpg,69x46
Landmarks,https://fonts.gstatic.com/s/i/productlogos/googleg/v6/24px.svg,dataset/Landmarks/Landmarks_3.jpg,Unknown
Landmarks,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRlULDZ-yIFY5J1Ra1pgQ3uQEjXYkAc4jMmxQ&s,dataset/Landmarks/Landmarks_4.jpg,277x182
